horizon_days,repetition,et_seconds,sm_seconds,pair_seconds,resource,gpu_count,supporting_cpu_cores,batch_size,slurm_job_id,target_date
30,30,0.2271494334563613,0.37725883163511753,0.6044135661795735,NVIDIA A40,1,8,1,6499038,2020-07-01
30,31,0.22693723533302546,0.376973744481802,0.603917021304369,NVIDIA A40,1,8,1,6499038,2020-07-01
30,32,0.22711834404617548,0.3761841347441077,0.6033089524134994,NVIDIA A40,1,8,1,6499038,2020-07-01
30,33,0.22693580482155085,0.37387928180396557,0.6008214671164751,NVIDIA A40,1,8,1,6499038,2020-07-01
30,34,0.22064572479575872,0.3591629061847925,0.5798134813085198,NVIDIA A40,1,8,1,6499038,2020-07-01
30,35,0.21876578964293003,0.36860691010951996,0.58737763017416,NVIDIA A40,1,8,1,6499038,2020-07-01
30,36,0.21952829603105783,0.36595780588686466,0.5854978142306209,NVIDIA A40,1,8,1,6499038,2020-07-01
30,37,0.22207640670239925,0.36993211042135954,0.5920136971399188,NVIDIA A40,1,8,1,6499038,2020-07-01
30,38,0.22331142239272594,0.37075383961200714,0.5940698105841875,NVIDIA A40,1,8,1,6499038,2020-07-01
30,39,0.22435022052377462,0.3663337491452694,0.5906895697116852,NVIDIA A40,1,8,1,6499038,2020-07-01
30,40,0.2184023605659604,0.3616456212475896,0.5800532819703221,NVIDIA A40,1,8,1,6499038,2020-07-01
30,41,0.22081282641738653,0.37255416344851255,0.5933723784983158,NVIDIA A40,1,8,1,6499038,2020-07-01
30,42,0.21685946267098188,0.35993588250130415,0.5768004059791565,NVIDIA A40,1,8,1,6499038,2020-07-01
30,43,0.21778504271060228,0.3659039819613099,0.583694345317781,NVIDIA A40,1,8,1,6499038,2020-07-01
30,44,0.2211356982588768,0.3661285936832428,0.5872705029323697,NVIDIA A40,1,8,1,6499038,2020-07-01
30,45,0.22002524230629206,0.3731925906613469,0.5932251457124949,NVIDIA A40,1,8,1,6499038,2020-07-01
30,46,0.22492843214422464,0.3757378160953522,0.6006719600409269,NVIDIA A40,1,8,1,6499038,2020-07-01
30,47,0.22593502886593342,0.3749084509909153,0.6008487697690725,NVIDIA A40,1,8,1,6499038,2020-07-01
30,48,0.2234563510864973,0.3761829314753413,0.5996440723538399,NVIDIA A40,1,8,1,6499038,2020-07-01
30,49,0.2270699217915535,0.3759915940463543,0.6030666558071971,NVIDIA A40,1,8,1,6499038,2020-07-01
30,50,0.2267098007723689,0.375220013782382,0.6019349852576852,NVIDIA A40,1,8,1,6499038,2020-07-01
30,51,0.2270491747185588,0.37639961298555136,0.6034546792507172,NVIDIA A40,1,8,1,6499038,2020-07-01
30,52,0.224110241048038,0.3718183320015669,0.5959346545860171,NVIDIA A40,1,8,1,6499038,2020-07-01
30,53,0.22424374800175428,0.37277141492813826,0.5970203634351492,NVIDIA A40,1,8,1,6499038,2020-07-01
30,54,0.22413216345012188,0.3720509186387062,0.5961891543120146,NVIDIA A40,1,8,1,6499038,2020-07-01
30,55,0.22398918773978949,0.37267740443348885,0.5966723635792732,NVIDIA A40,1,8,1,6499038,2020-07-01
30,56,0.22414734307676554,0.37189829628914595,0.5960512887686491,NVIDIA A40,1,8,1,6499038,2020-07-01
30,57,0.22066837083548307,0.3615829749032855,0.5822567064315081,NVIDIA A40,1,8,1,6499038,2020-07-01
30,58,0.22146059479564428,0.3582072714343667,0.57967284694314,NVIDIA A40,1,8,1,6499038,2020-07-01
30,59,0.21949466411024332,0.36421818286180496,0.5837176572531462,NVIDIA A40,1,8,1,6499038,2020-07-01
30,60,0.22247318178415298,0.3699507499113679,0.5924284299835563,NVIDIA A40,1,8,1,6499038,2020-07-01
30,61,0.22235608752816916,0.3704037107527256,0.5927646681666374,NVIDIA A40,1,8,1,6499038,2020-07-01
30,62,0.22594367805868387,0.36555527430027723,0.5915042031556368,NVIDIA A40,1,8,1,6499038,2020-07-01
30,63,0.21855882368981838,0.365657982416451,0.5842220978811383,NVIDIA A40,1,8,1,6499038,2020-07-01
30,64,0.22101041954010725,0.36667761392891407,0.5876927021890879,NVIDIA A40,1,8,1,6499038,2020-07-01
30,65,0.22121409140527248,0.3654515156522393,0.5866715777665377,NVIDIA A40,1,8,1,6499038,2020-07-01
30,66,0.2195555604994297,0.3651534216478467,0.5847137924283743,NVIDIA A40,1,8,1,6499038,2020-07-01
30,67,0.21984767261892557,0.3653588769957423,0.5852113896980882,NVIDIA A40,1,8,1,6499038,2020-07-01
30,68,0.22027624677866697,0.36471709329634905,0.5849976381286979,NVIDIA A40,1,8,1,6499038,2020-07-01
30,69,0.22046860679984093,0.36650386918336153,0.5869774660095572,NVIDIA A40,1,8,1,6499038,2020-07-01
30,70,0.22069488279521465,0.3664568802341819,0.5871574822813272,NVIDIA A40,1,8,1,6499038,2020-07-01
30,71,0.22035649232566357,0.371781631372869,0.5921431314200163,NVIDIA A40,1,8,1,6499038,2020-07-01
30,72,0.22709199599921703,0.37648412492126226,0.6035811714828014,NVIDIA A40,1,8,1,6499038,2020-07-01
30,73,0.22683031298220158,0.3684721365571022,0.5953079089522362,NVIDIA A40,1,8,1,6499038,2020-07-01
30,74,0.22032073233276606,0.3652449082583189,0.5855705393478274,NVIDIA A40,1,8,1,6499038,2020-07-01
30,75,0.21961250063031912,0.36514979507774115,0.5847680373117328,NVIDIA A40,1,8,1,6499038,2020-07-01
30,76,0.2197794709354639,0.36526593938469887,0.5850502494722605,NVIDIA A40,1,8,1,6499038,2020-07-01
30,77,0.22059001121670008,0.36577877402305603,0.5863739540800452,NVIDIA A40,1,8,1,6499038,2020-07-01
30,78,0.22093518637120724,0.365973767824471,0.5869148159399629,NVIDIA A40,1,8,1,6499038,2020-07-01
30,79,0.21989069785922766,0.36426656413823366,0.5841622520238161,NVIDIA A40,1,8,1,6499038,2020-07-01
30,80,0.21889385115355253,0.3628518031910062,0.5817512348294258,NVIDIA A40,1,8,1,6499038,2020-07-01
30,81,0.2221242245286703,0.3565539987757802,0.5786831332370639,NVIDIA A40,1,8,1,6499038,2020-07-01
30,82,0.21653434168547392,0.36271213460713625,0.5792523883283138,NVIDIA A40,1,8,1,6499038,2020-07-01
30,83,0.21920811478048563,0.36318980250507593,0.5824030693620443,NVIDIA A40,1,8,1,6499038,2020-07-01
30,84,0.2193262716755271,0.363612606190145,0.5829436285421252,NVIDIA A40,1,8,1,6499038,2020-07-01
30,85,0.2194055961444974,0.3630386721342802,0.5824501989409328,NVIDIA A40,1,8,1,6499038,2020-07-01
30,86,0.21788624301552773,0.3627734621986747,0.5806644456461072,NVIDIA A40,1,8,1,6499038,2020-07-01
30,87,0.21885591745376587,0.3652817476540804,0.5841426840052009,NVIDIA A40,1,8,1,6499038,2020-07-01
30,88,0.22192273661494255,0.36042460333555937,0.5823523811995983,NVIDIA A40,1,8,1,6499038,2020-07-01
30,89,0.21954638604074717,0.3646447118371725,0.5841963067650795,NVIDIA A40,1,8,1,6499038,2020-07-01
30,90,0.22990193497389555,0.3801429430022836,0.6100512184202671,NVIDIA A40,1,8,1,6499038,2020-07-01
30,91,0.23072348535060883,0.380385878495872,0.6111153857782483,NVIDIA A40,1,8,1,6499038,2020-07-01
30,92,0.220022551715374,0.36317327059805393,0.5832008616998792,NVIDIA A40,1,8,1,6499038,2020-07-01
30,93,0.2192479521036148,0.36378556955605745,0.5830385694280267,NVIDIA A40,1,8,1,6499038,2020-07-01
30,94,0.21847725845873356,0.3707943195477128,0.5892780730500817,NVIDIA A40,1,8,1,6499038,2020-07-01
30,95,0.2287270948290825,0.3806925602257252,0.609425837174058,NVIDIA A40,1,8,1,6499038,2020-07-01
30,96,0.2303173542022705,0.380555035546422,0.6108778091147542,NVIDIA A40,1,8,1,6499038,2020-07-01
30,97,0.229686189442873,0.371299141086638,0.6009918535128236,NVIDIA A40,1,8,1,6499038,2020-07-01
30,98,0.2172102713957429,0.36615076940506697,0.5833671130239964,NVIDIA A40,1,8,1,6499038,2020-07-01
30,99,0.2204318791627884,0.3661639029160142,0.5866015143692493,NVIDIA A40,1,8,1,6499038,2020-07-01
30,100,0.21943187527358532,0.3665408296510577,0.5859780348837376,NVIDIA A40,1,8,1,6499038,2020-07-01
30,101,0.22055209055542946,0.3655272899195552,0.5860840287059546,NVIDIA A40,1,8,1,6499038,2020-07-01
30,102,0.2203489001840353,0.36649923864752054,0.5868535991758108,NVIDIA A40,1,8,1,6499038,2020-07-01
30,103,0.2208041362464428,0.3654795866459608,0.5862884428352118,NVIDIA A40,1,8,1,6499038,2020-07-01
30,104,0.22035941947251558,0.36622208543121815,0.5865863850340247,NVIDIA A40,1,8,1,6499038,2020-07-01
30,105,0.2205875739455223,0.36670600436627865,0.5872996607795358,NVIDIA A40,1,8,1,6499038,2020-07-01
30,106,0.22016125079244375,0.36752056144177914,0.5876868218183517,NVIDIA A40,1,8,1,6499038,2020-07-01
30,107,0.22060200851410627,0.3682271307334304,0.5888344999402761,NVIDIA A40,1,8,1,6499038,2020-07-01
30,108,0.22410663031041622,0.37292226403951645,0.5970347048714757,NVIDIA A40,1,8,1,6499038,2020-07-01
30,109,0.23009511083364487,0.36729900538921356,0.5973990159109235,NVIDIA A40,1,8,1,6499038,2020-07-01
30,110,0.21919525042176247,0.3658079570159316,0.585008829832077,NVIDIA A40,1,8,1,6499038,2020-07-01
30,111,0.2271510874852538,0.38025952968746424,0.6074160570278764,NVIDIA A40,1,8,1,6499038,2020-07-01
30,112,0.22770705539733171,0.3786301454529166,0.6063425820320845,NVIDIA A40,1,8,1,6499038,2020-07-01
30,113,0.22791750077158213,0.37895213440060616,0.6068765986710787,NVIDIA A40,1,8,1,6499038,2020-07-01
30,114,0.2292888993397355,0.37832202203571796,0.6076165726408362,NVIDIA A40,1,8,1,6499038,2020-07-01
30,115,0.22615486104041338,0.3772573946043849,0.6034183958545327,NVIDIA A40,1,8,1,6499038,2020-07-01
30,116,0.22881337441504002,0.3784214938059449,0.6072395080700517,NVIDIA A40,1,8,1,6499038,2020-07-01
30,117,0.22645085025578737,0.3762570098042488,0.6027125380933285,NVIDIA A40,1,8,1,6499038,2020-07-01
30,118,0.22744075488299131,0.3754592454060912,0.6029047891497612,NVIDIA A40,1,8,1,6499038,2020-07-01
30,119,0.22666791640222073,0.3763370029628277,0.6030109114944935,NVIDIA A40,1,8,1,6499038,2020-07-01
30,120,0.2272059414535761,0.3766225026920438,0.6038335850462317,NVIDIA A40,1,8,1,6499038,2020-07-01
30,121,0.22718723770231009,0.373146946541965,0.600340073928237,NVIDIA A40,1,8,1,6499038,2020-07-01
30,122,0.21792089939117432,0.36543274484574795,0.5833590449765325,NVIDIA A40,1,8,1,6499038,2020-07-01
30,123,0.22024832759052515,0.3731486489996314,0.5934029296040535,NVIDIA A40,1,8,1,6499038,2020-07-01
30,124,0.23022843804210424,0.38398279156535864,0.6142171118408442,NVIDIA A40,1,8,1,6499038,2020-07-01
30,125,0.2305053500458598,0.3813400883227587,0.6118508791550994,NVIDIA A40,1,8,1,6499038,2020-07-01
30,126,0.22787758521735668,0.36442477628588676,0.5923085827380419,NVIDIA A40,1,8,1,6499038,2020-07-01
30,127,0.21707158628851175,0.36241522151976824,0.579491495154798,NVIDIA A40,1,8,1,6499038,2020-07-01
30,128,0.21820650901645422,0.3618209781125188,0.5800327267497778,NVIDIA A40,1,8,1,6499038,2020-07-01
30,129,0.21829755324870348,0.3622849900275469,0.5805873135104775,NVIDIA A40,1,8,1,6499038,2020-07-01
30,130,0.21810492407530546,0.36162247508764267,0.5797319477424026,NVIDIA A40,1,8,1,6499038,2020-07-01
30,131,0.21962812449783087,0.36862478591501713,0.5882580699399114,NVIDIA A40,1,8,1,6499038,2020-07-01
30,132,0.22220374923199415,0.37205393239855766,0.5942620495334268,NVIDIA A40,1,8,1,6499038,2020-07-01
30,133,0.2233196757733822,0.3704667156562209,0.5937912212684751,NVIDIA A40,1,8,1,6499038,2020-07-01
30,134,0.2237851619720459,0.3714273842051625,0.5952164037153125,NVIDIA A40,1,8,1,6499038,2020-07-01
30,135,0.2241768455132842,0.3737748712301254,0.5979562047868967,NVIDIA A40,1,8,1,6499038,2020-07-01
30,136,0.22620494849979877,0.3722360208630562,0.5984461680054665,NVIDIA A40,1,8,1,6499038,2020-07-01
30,137,0.22420220356434584,0.37198804318904877,0.5961940540000796,NVIDIA A40,1,8,1,6499038,2020-07-01
30,138,0.22445201501250267,0.3715437175706029,0.5960003407672048,NVIDIA A40,1,8,1,6499038,2020-07-01
30,139,0.22423460613936186,0.37244259659200907,0.5966815119609237,NVIDIA A40,1,8,1,6499038,2020-07-01
30,140,0.22488611936569214,0.3742165705189109,0.5991071602329612,NVIDIA A40,1,8,1,6499038,2020-07-01
30,141,0.22381525952368975,0.3760163150727749,0.5998364333063364,NVIDIA A40,1,8,1,6499038,2020-07-01
30,142,0.22708726581186056,0.3785921223461628,0.6056842468678951,NVIDIA A40,1,8,1,6499038,2020-07-01
30,143,0.22573776822537184,0.3776854872703552,0.6034283861517906,NVIDIA A40,1,8,1,6499038,2020-07-01
30,144,0.2303802827373147,0.38198298681527376,0.6123684402555227,NVIDIA A40,1,8,1,6499038,2020-07-01
30,145,0.22932471241801977,0.3834082204848528,0.6127366982400417,NVIDIA A40,1,8,1,6499038,2020-07-01
30,146,0.2305394196882844,0.36041197646409273,0.5909556839615107,NVIDIA A40,1,8,1,6499038,2020-07-01
30,147,0.2212653923779726,0.36807600501924753,0.5893541323021054,NVIDIA A40,1,8,1,6499038,2020-07-01
30,148,0.221420812420547,0.3653974197804928,0.5868219994008541,NVIDIA A40,1,8,1,6499038,2020-07-01
30,149,0.22299471031874418,0.36901519261300564,0.5920143406838179,NVIDIA A40,1,8,1,6499038,2020-07-01
30,150,0.22199609875679016,0.3692056182771921,0.5912062460556626,NVIDIA A40,1,8,1,6499038,2020-07-01
30,151,0.2223621029406786,0.3632131265476346,0.5855795172974467,NVIDIA A40,1,8,1,6499038,2020-07-01
30,152,0.21876616310328245,0.3732923837378621,0.5920632146298885,NVIDIA A40,1,8,1,6499038,2020-07-01
30,153,0.2263406002894044,0.38557713385671377,0.6119227018207312,NVIDIA A40,1,8,1,6499038,2020-07-01
30,154,0.22286081314086914,0.36015933007001877,0.583024580962956,NVIDIA A40,1,8,1,6499038,2020-07-01
30,155,0.2187065789476037,0.36704580206424,0.5857576811686158,NVIDIA A40,1,8,1,6499038,2020-07-01
30,156,0.23127470444887877,0.3842132594436407,0.6154933031648397,NVIDIA A40,1,8,1,6499038,2020-07-01
30,157,0.22939254250377417,0.3768577743321657,0.6062564589083195,NVIDIA A40,1,8,1,6499038,2020-07-01
30,158,0.22807831410318613,0.3786716554313898,0.6067552277818322,NVIDIA A40,1,8,1,6499038,2020-07-01
30,159,0.2282145544886589,0.3786336649209261,0.6068539107218385,NVIDIA A40,1,8,1,6499038,2020-07-01
30,160,0.23009710758924484,0.38037134893238544,0.6104729268699884,NVIDIA A40,1,8,1,6499038,2020-07-01
30,161,0.22878844942897558,0.3792348224669695,0.6080294447019696,NVIDIA A40,1,8,1,6499038,2020-07-01
30,162,0.22806964628398418,0.3778562396764755,0.6059313770383596,NVIDIA A40,1,8,1,6499038,2020-07-01
30,163,0.2318391501903534,0.38231814466416836,0.6141628473997116,NVIDIA A40,1,8,1,6499038,2020-07-01
30,164,0.23122732248157263,0.382069687359035,0.6133024105802178,NVIDIA A40,1,8,1,6499038,2020-07-01
30,165,0.23142540454864502,0.38423767033964396,0.6156695252284408,NVIDIA A40,1,8,1,6499038,2020-07-01
30,166,0.23126629833132029,0.38459240179508924,0.6158725274726748,NVIDIA A40,1,8,1,6499038,2020-07-01
30,167,0.2313489867374301,0.38295358791947365,0.614307714626193,NVIDIA A40,1,8,1,6499038,2020-07-01
30,168,0.23157189693301916,0.38243934884667397,0.6140162758529186,NVIDIA A40,1,8,1,6499038,2020-07-01
30,169,0.23085264302790165,0.3831390654668212,0.6139981299638748,NVIDIA A40,1,8,1,6499038,2020-07-01
30,170,0.23116792924702168,0.38365735206753016,0.614832354709506,NVIDIA A40,1,8,1,6499038,2020-07-01
30,171,0.23127127811312675,0.38397025503218174,0.6152479741722345,NVIDIA A40,1,8,1,6499038,2020-07-01
30,172,0.23103208746761084,0.383243415504694,0.6142810946330428,NVIDIA A40,1,8,1,6499038,2020-07-01
30,173,0.23049155808985233,0.3821661826223135,0.6126633808016777,NVIDIA A40,1,8,1,6499038,2020-07-01
30,174,0.23072228021919727,0.3834901209920645,0.6142177125439048,NVIDIA A40,1,8,1,6499038,2020-07-01
30,175,0.23048979323357344,0.38275159895420074,0.6132466727867723,NVIDIA A40,1,8,1,6499038,2020-07-01
30,176,0.23064700607210398,0.3825187813490629,0.6131715597584844,NVIDIA A40,1,8,1,6499038,2020-07-01
30,177,0.23045858461409807,0.37269154004752636,0.6031562555581331,NVIDIA A40,1,8,1,6499038,2020-07-01
30,178,0.22626648750156164,0.3761514285579324,0.6024237675592303,NVIDIA A40,1,8,1,6499038,2020-07-01
30,179,0.22723450884222984,0.37585169170051813,0.603091231547296,NVIDIA A40,1,8,1,6499038,2020-07-01
30,180,0.22631079237908125,0.3769457070156932,0.6032618386670947,NVIDIA A40,1,8,1,6499038,2020-07-01
30,181,0.2234741933643818,0.37221176736056805,0.595691011287272,NVIDIA A40,1,8,1,6499038,2020-07-01
30,182,0.22427519410848618,0.37031801231205463,0.5945981573313475,NVIDIA A40,1,8,1,6499038,2020-07-01
30,183,0.22357498668134212,0.3736994806677103,0.5972885945811868,NVIDIA A40,1,8,1,6499038,2020-07-01
30,184,0.22557744104415178,0.3738463334739208,0.5994283715263009,NVIDIA A40,1,8,1,6499038,2020-07-01
30,185,0.22486660350114107,0.36981634702533484,0.5946874488145113,NVIDIA A40,1,8,1,6499038,2020-07-01
30,186,0.22263082209974527,0.36957033071666956,0.5922061325982213,NVIDIA A40,1,8,1,6499038,2020-07-01
30,187,0.22318574786186218,0.370934315957129,0.5941250752657652,NVIDIA A40,1,8,1,6499038,2020-07-01
30,188,0.2272280165925622,0.37598942313343287,0.6032230481505394,NVIDIA A40,1,8,1,6499038,2020-07-01
30,189,0.2275237049907446,0.3769500907510519,0.6044787354767323,NVIDIA A40,1,8,1,6499038,2020-07-01
30,190,0.227986135520041,0.3767776992172003,0.6047689337283373,NVIDIA A40,1,8,1,6499038,2020-07-01
30,191,0.22802974749356508,0.3779161889106035,0.6059508072212338,NVIDIA A40,1,8,1,6499038,2020-07-01
30,192,0.22770532499998808,0.3762450246140361,0.6039553582668304,NVIDIA A40,1,8,1,6499038,2020-07-01
30,193,0.22733927052468061,0.37651283014565706,0.6038574688136578,NVIDIA A40,1,8,1,6499038,2020-07-01
30,194,0.2272537061944604,0.38026837538927794,0.6075272299349308,NVIDIA A40,1,8,1,6499038,2020-07-01
30,195,0.22938403394073248,0.3796514282003045,0.6090411525219679,NVIDIA A40,1,8,1,6499038,2020-07-01
30,196,0.22906161472201347,0.3754510972648859,0.6045184815302491,NVIDIA A40,1,8,1,6499038,2020-07-01
30,197,0.21677565574645996,0.3582693077623844,0.575050625950098,NVIDIA A40,1,8,1,6499038,2020-07-01
30,198,0.21993654686957598,0.38294034637510777,0.6028829542919993,NVIDIA A40,1,8,1,6499038,2020-07-01
30,199,0.23055557906627655,0.38322889152914286,0.6137900799512863,NVIDIA A40,1,8,1,6499038,2020-07-01
30,200,0.23063799645751715,0.3823317652568221,0.612975561991334,NVIDIA A40,1,8,1,6499038,2020-07-01
90,1,1.7014459492638707,2.108262457884848,3.809714077040553,NVIDIA A40,1,8,1,6499038,2020-07-01
90,2,1.7114310376346111,2.1011117305606604,3.81254955008626,NVIDIA A40,1,8,1,6499038,2020-07-01
90,3,1.7374743353575468,2.171687708236277,3.9091676753014326,NVIDIA A40,1,8,1,6499038,2020-07-01
90,4,1.7765082009136677,2.0736933210864663,3.8502072729170322,NVIDIA A40,1,8,1,6499038,2020-07-01
90,5,1.7041110582649708,2.0872657522559166,3.79138280171901,NVIDIA A40,1,8,1,6499038,2020-07-01
90,6,1.7331125568598509,2.072957589291036,3.8060751650482416,NVIDIA A40,1,8,1,6499038,2020-07-01
90,7,1.7072528582066298,2.159069429151714,3.8663279190659523,NVIDIA A40,1,8,1,6499038,2020-07-01
90,8,1.7695668451488018,2.1492633633315563,3.9188356390222907,NVIDIA A40,1,8,1,6499038,2020-07-01
90,9,1.7650529500097036,2.145704227499664,3.9107626667246222,NVIDIA A40,1,8,1,6499038,2020-07-01
90,10,1.745677844621241,2.1463622264564037,3.892045480199158,NVIDIA A40,1,8,1,6499038,2020-07-01
90,11,1.7653600070625544,2.121573641896248,3.8869393905624747,NVIDIA A40,1,8,1,6499038,2020-07-01
90,12,1.7232736963778734,2.106628770008683,3.8299079472199082,NVIDIA A40,1,8,1,6499038,2020-07-01
90,13,1.7529724845662713,2.1539497012272477,3.906927856616676,NVIDIA A40,1,8,1,6499038,2020-07-01
90,14,1.7656423896551132,2.1417342890053988,3.9073827592656016,NVIDIA A40,1,8,1,6499038,2020-07-01
90,15,1.759845913387835,2.139556377194822,3.89940925501287,NVIDIA A40,1,8,1,6499038,2020-07-01
90,16,1.7381614334881306,2.1138150710612535,3.851982306689024,NVIDIA A40,1,8,1,6499038,2020-07-01
90,17,1.7150141494348645,2.145622568204999,3.860643149353564,NVIDIA A40,1,8,1,6499038,2020-07-01
90,18,1.711103556677699,2.0797529481351376,3.7908633667975664,NVIDIA A40,1,8,1,6499038,2020-07-01
90,19,1.7688904041424394,2.135948141105473,3.904846701771021,NVIDIA A40,1,8,1,6499038,2020-07-01
90,20,1.6808462869375944,2.093963833525777,3.774815931916237,NVIDIA A40,1,8,1,6499038,2020-07-01
90,21,1.746139269322157,2.1280892807990313,3.874235635623336,NVIDIA A40,1,8,1,6499038,2020-07-01
90,22,1.714919394813478,2.102863445878029,3.8177901348099113,NVIDIA A40,1,8,1,6499038,2020-07-01
90,23,1.724048862233758,2.068085447885096,3.792139903642237,NVIDIA A40,1,8,1,6499038,2020-07-01
90,24,1.6950746141374111,2.1045841947197914,3.799664407968521,NVIDIA A40,1,8,1,6499038,2020-07-01
90,25,1.7397199235856533,2.1345811681821942,3.8743069926276803,NVIDIA A40,1,8,1,6499038,2020-07-01
90,26,1.7423054575920105,2.1254587965086102,3.8677718192338943,NVIDIA A40,1,8,1,6499038,2020-07-01
90,27,1.740486478433013,2.1246901964768767,3.8651825254783034,NVIDIA A40,1,8,1,6499038,2020-07-01
90,28,1.740531824529171,2.1246098624542356,3.865161475725472,NVIDIA A40,1,8,1,6499038,2020-07-01
90,29,1.6937917452305555,2.0940846409648657,3.787881546653807,NVIDIA A40,1,8,1,6499038,2020-07-01
90,30,1.723867011256516,2.131724181585014,3.8555979765951633,NVIDIA A40,1,8,1,6499038,2020-07-01
90,31,1.7537956554442644,2.088327799923718,3.8421291867271066,NVIDIA A40,1,8,1,6499038,2020-07-01
90,32,1.714603059925139,2.0587636418640614,3.773372774012387,NVIDIA A40,1,8,1,6499038,2020-07-01
90,33,1.7194132544100285,2.1019776966422796,3.821396584622562,NVIDIA A40,1,8,1,6499038,2020-07-01
90,34,1.704201316460967,2.0604407787323,3.7646491192281246,NVIDIA A40,1,8,1,6499038,2020-07-01
90,35,1.7396698407828808,2.1024280032142997,3.8421045150607824,NVIDIA A40,1,8,1,6499038,2020-07-01
90,36,1.68992929905653,2.0993504216894507,3.7892859913408756,NVIDIA A40,1,8,1,6499038,2020-07-01
90,37,1.7523506907746196,2.110607611015439,3.862965657375753,NVIDIA A40,1,8,1,6499038,2020-07-01
90,38,1.7274857200682163,2.129122235812247,3.8566139563918114,NVIDIA A40,1,8,1,6499038,2020-07-01
90,39,1.7412787275388837,2.12811413500458,3.8693991359323263,NVIDIA A40,1,8,1,6499038,2020-07-01
90,40,1.7547964723780751,2.1096404660493135,3.864441938698292,NVIDIA A40,1,8,1,6499038,2020-07-01
90,41,1.7448736624792218,2.1240515457466245,3.8689319593831897,NVIDIA A40,1,8,1,6499038,2020-07-01
90,42,1.7140497518703341,2.134179743938148,3.8482364593073726,NVIDIA A40,1,8,1,6499038,2020-07-01
90,43,1.7523657567799091,2.1158312484622,3.868203477934003,NVIDIA A40,1,8,1,6499038,2020-07-01
90,44,1.705784235149622,2.0764856673777103,3.782277710735798,NVIDIA A40,1,8,1,6499038,2020-07-01
90,45,1.7000712100416422,2.130948359146714,3.831025310792029,NVIDIA A40,1,8,1,6499038,2020-07-01
90,46,1.765835165977478,2.131956190802157,3.897796996869147,NVIDIA A40,1,8,1,6499038,2020-07-01
90,47,1.7393179638311267,2.108034310862422,3.847358537837863,NVIDIA A40,1,8,1,6499038,2020-07-01
90,48,1.7601983100175858,2.151464244350791,3.911668837070465,NVIDIA A40,1,8,1,6499038,2020-07-01
90,49,1.7500289771705866,2.1373649928718805,3.8873997712507844,NVIDIA A40,1,8,1,6499038,2020-07-01
90,50,1.7596904262900352,2.1457543643191457,3.9054500609636307,NVIDIA A40,1,8,1,6499038,2020-07-01
90,51,1.7730013970285654,2.1590157505124807,3.93202409055084,NVIDIA A40,1,8,1,6499038,2020-07-01
90,52,1.770257307216525,2.09571735560894,3.8659807965159416,NVIDIA A40,1,8,1,6499038,2020-07-01
90,53,1.7549983719363809,2.1381390811875463,3.893143064342439,NVIDIA A40,1,8,1,6499038,2020-07-01
90,54,1.710829958319664,2.150380354374647,3.8612167751416564,NVIDIA A40,1,8,1,6499038,2020-07-01
90,55,1.7260959818959236,2.0994541281834245,3.825555870309472,NVIDIA A40,1,8,1,6499038,2020-07-01
90,56,1.7432761779055,2.126086041331291,3.869367890059948,NVIDIA A40,1,8,1,6499038,2020-07-01
90,57,1.7417729934677482,2.1268117651343346,3.8685921523720026,NVIDIA A40,1,8,1,6499038,2020-07-01
90,58,1.7577701238915324,2.139010035432875,3.8967864336445928,NVIDIA A40,1,8,1,6499038,2020-07-01
90,59,1.7343938648700714,2.127261751331389,3.8616627799347043,NVIDIA A40,1,8,1,6499038,2020-07-01
90,60,1.7710115741938353,2.089937763288617,3.8609550269320607,NVIDIA A40,1,8,1,6499038,2020-07-01
90,61,1.7498039146885276,2.1073794970288873,3.857189622707665,NVIDIA A40,1,8,1,6499038,2020-07-01
90,62,1.677650230936706,2.0678822295740247,3.7455390319228172,NVIDIA A40,1,8,1,6499038,2020-07-01
90,63,1.7119577527046204,2.064604502171278,3.776569088920951,NVIDIA A40,1,8,1,6499038,2020-07-01
90,64,1.7471872894093394,2.1318972930312157,3.879090452566743,NVIDIA A40,1,8,1,6499038,2020-07-01
90,65,1.7689092913642526,2.130284959450364,3.8992000008001924,NVIDIA A40,1,8,1,6499038,2020-07-01
90,66,1.7616258338093758,2.147256222553551,3.908889370970428,NVIDIA A40,1,8,1,6499038,2020-07-01
90,67,1.7100592330098152,2.0664795683696866,3.776545095257461,NVIDIA A40,1,8,1,6499038,2020-07-01
90,68,1.7227933248504996,2.0621842546388507,3.7849846836179495,NVIDIA A40,1,8,1,6499038,2020-07-01
90,69,1.73955412581563,2.150440032593906,3.8900016816332936,NVIDIA A40,1,8,1,6499038,2020-07-01
90,70,1.76438298355788,2.1515626460313797,3.9159516002982855,NVIDIA A40,1,8,1,6499038,2020-07-01
90,71,1.7389939408749342,2.119653600268066,3.858653301373124,NVIDIA A40,1,8,1,6499038,2020-07-01
90,72,1.7493494367226958,2.1263798717409372,3.875735690817237,NVIDIA A40,1,8,1,6499038,2020-07-01
90,73,1.747770469635725,2.062923531048,3.8107005218043923,NVIDIA A40,1,8,1,6499038,2020-07-01
90,74,1.7303317487239838,2.1115224473178387,3.8418605076149106,NVIDIA A40,1,8,1,6499038,2020-07-01
90,75,1.711658189073205,2.144198479130864,3.8558642519637942,NVIDIA A40,1,8,1,6499038,2020-07-01
